Date,Score
2024-01-01,0.9855601191520692
2024-01-01,0.9855601191520692
2024-01-02,0.5500699003537496
2024-01-02,0.5500699003537496
2024-01-03,0.5753140032291413
2024-01-03,0.5753140032291413
2024-01-04,0.4251991595540728
2024-01-04,0.4251991595540728
2024-01-05,0.9917166233062744
2024-01-05,0.9917166233062744
2024-01-06,0.6342304845650991
2024-01-06,0.6342304845650991
2024-01-07,0.01679606735706329
2024-01-07,0.01679606735706329
2024-01-08,0.7853086441755295
2024-01-08,0.7853086441755295
2024-01-09,0.9479594111442566
2024-01-09,0.9479594111442566
2024-01-10,0.7833091219266256
2024-01-10,0.7833091219266256
2024-01-11,0.9923574649370632
2024-01-11,0.9923574649370632
2024-01-12,0.5111957440773646
2024-01-12,0.5111957440773646
2024-01-13,0.988264000415802
2024-01-13,0.988264000415802
2024-01-14,0.9948769892965044
2024-01-14,0.9948769892965044
2024-01-15,0.968401475386186
2024-01-15,0.9684014753861859
2024-01-16,0.9614001247617934
2024-01-16,0.9614001247617934
2024-01-17,0.5142092888171856
2024-01-17,0.5142092888171856
2024-01-18,0.9545070483134344
2024-01-18,0.9545070483134344
2024-01-19,0.9989026231425148
2024-01-19,0.9989026231425148
2024-01-20,0.9989279508590698
2024-01-20,0.9989279508590698
2024-01-21,0.9585233926773072
2024-01-22,0.9875549487769604
2024-01-23,0.9835069729731634
2024-01-24,0.9975540041923524
2024-01-25,0.9979804112361028
2024-01-26,0.5985354142529624
2024-01-27,0.9954537351926168
2024-01-28,0.9614686369895936
2024-01-29,0.8251263548930486
2024-01-30,0.9841954310735068
2024-01-31,0.8454784671465556
2024-02-01,0.9723365439309014
2024-02-02,0.8242558149191049
2024-02-03,0.8754189647734165
2024-02-04,0.9924439042806624
2024-02-05,0.6578506598105798
2024-02-06,0.960419010032307
2024-02-07,0.9773266358034952
2024-02-08,0.8205846101045609
2024-02-09,0.9970448233864524
2024-02-10,0.9802113911684822
2024-02-11,0.9978412134306772
2024-02-12,0.9759768793980279
2024-02-13,0.8570689400037129
2024-02-14,0.5565497040748596
2024-02-15,0.9934033155441284
2024-02-16,0.6530467922037299
2024-02-17,0.8347102006276449
2024-02-18,0.7775552868843079
2024-02-19,0.9429615415059605
2024-02-21,0.9996929168701172
2024-02-23,0.9995924830436708
2024-02-24,0.9927529335021972
2024-02-25,0.998667072166096
2024-02-26,0.989714466035366
2024-02-27,0.9993525207042694
2024-02-28,0.7771667639414469
2024-02-29,0.7486753463745117
2024-03-01,0.9606131513913472
