Date,Score,Count
2024-01-01,-0.001951754093170166,2.0
2024-01-02,0.3315048548910353,9.0
2024-01-03,0.4996643364429474,8.0
2024-01-04,0.37917257017559475,9.0
2024-01-05,-0.2419276386499405,8.0
2024-01-06,0.2866542935371399,3.0
2024-01-07,-0.9623550176620483,2.0
2024-01-08,0.3206182188457913,9.0
2024-01-09,0.2001520037651062,5.0
2024-01-10,0.4193016469478607,10.0
2024-01-11,-0.05892698963483175,12.0
2024-01-12,-0.2932277159257369,11.0
2024-01-13,0.0937640517950058,4.0
2024-01-14,0.9984068274497986,1.0
2024-01-15,0.5186794069078233,9.0
2024-01-16,-0.4161132953383706,11.0
2024-01-17,-0.4790067598223686,8.0
2024-01-18,0.17496476003101893,7.0
2024-01-19,0.06544072760476007,9.0
2024-01-20,0.019554078578948975,2.0
2024-01-21,0.19407277107238768,5.0
2024-01-22,-0.14807130609239852,14.0
2024-01-23,-0.5381851047277451,8.0
2024-01-24,-0.16301567554473878,5.0
2024-01-25,-0.5524551391601562,5.0
2024-01-26,-0.998541259765625,5.0
2024-01-27,0.19551459948221842,3.0
2024-01-28,-0.3342786232630412,6.0
2024-01-29,0.05155286463824185,11.0
2024-01-30,0.138427768434797,7.0
2024-01-31,-0.4305370847384135,3.0
2024-02-01,0.4615035831928253,5.0
2024-02-02,-0.29096193114916485,6.0
2024-02-03,0.7130879759788513,7.0
2024-02-04,0.1285575372832162,7.0
2024-02-05,-0.26974334567785263,8.0
2024-02-06,-0.9557413288525173,7.0
2024-02-07,-0.04762798547744751,6.0
2024-02-08,0.40359410643577576,10.0
2024-02-09,0.5530029071701897,9.0
2024-02-10,0.6617036461830139,6.0
2024-02-11,0.21988043785095215,10.0
2024-02-12,0.18754388391971588,8.0
2024-02-13,0.5939645886421203,5.0
2024-02-14,-0.6241805383137294,7.0
2024-02-15,0.8202171623706818,2.0
2024-02-16,0.07041861116886139,8.0
2024-02-17,0.9985050797462464,5.0
2024-02-18,0.4109642505645752,7.0
2024-02-19,0.18392179161310196,8.0
2024-02-20,0.07452690601348877,6.0
2024-02-21,-0.12039851290839058,7.0
2024-02-22,0.1791227724817064,9.0
2024-02-23,-0.1336768627166748,5.0
2024-02-24,0.165466970205307,10.0
2024-02-25,-0.14401933125087193,7.0
2024-02-26,0.3829953140682644,9.0
2024-02-27,0.7735737887295809,11.0
2024-02-28,0.3958174075399126,7.0
2024-02-29,0.598783266544342,5.0
2024-03-01,0.500912569463253,8.0
2024-03-02,0.37706130743026733,7.0
2024-03-03,0.3642039716243744,10.0
2024-03-04,0.03930893540382385,6.0
2024-03-05,0.034531193120138984,7.0
2024-03-06,0.8148295283317566,1.0
2024-03-07,-0.33342384298642475,6.0
2024-03-08,-0.20014415979385375,10.0
2024-03-09,-0.16190621753533682,12.0
2024-03-10,0.6580388654362072,11.0
2024-03-11,0.37937950491905215,10.0
2024-03-12,-0.10541466209623548,9.0
2024-03-13,-0.2542784512042999,8.0
2024-03-14,0.40629279613494873,4.0
2024-03-15,0.2484514984217557,11.0
2024-03-16,0.38495180240044224,13.0
2024-03-17,0.2588822767138481,8.0
2024-03-18,0.5514697551727294,5.0
2024-03-19,-0.2737410306930542,5.0
2024-03-20,0.9984459479649862,3.0
2024-03-21,-0.009593645731608072,6.0
2024-03-22,-0.31786127388477325,8.0
2024-03-23,0.07722193854195732,7.0
2024-03-24,0.3295222388373481,9.0
2024-03-25,0.5174746364355087,8.0
2024-03-26,0.6779403587182363,6.0
2024-03-27,0.2010151207447052,10.0
2024-03-28,0.7352880388498306,8.0
2024-03-29,0.043642417951063675,11.0
2024-03-30,-0.3347050150235494,9.0
