Date,Score,Count
2024-01-01,-0.0012922883033752441,2.0
2024-01-02,0.1430913209915161,7.0
2024-01-03,0.3884131482669285,7.0
2024-01-04,0.14700243870417276,9.0
2024-01-05,-0.6880267858505249,7.0
2024-01-06,0.3258958061536153,3.0
2024-01-07,-0.9783540368080139,1.0
2024-01-08,0.15871917539172703,9.0
2024-01-09,0.20014600753784179,5.0
2024-01-10,0.36462877988815307,10.0
2024-01-11,0.06464255397970026,11.0
2024-01-12,-0.12822843139821832,11.0
2024-01-13,0.019191205501556396,4.0
2024-01-14,0.9970067739486694,2.0
2024-01-15,0.5057386234402657,8.0
2024-01-16,-0.4137440161271529,11.0
2024-01-17,-0.7206788063049316,9.0
2024-01-18,-0.1325834563800267,7.0
2024-01-19,-0.09521524773703681,9.0
2024-01-20,0.9793445467948914,1.0
2024-01-21,0.6434074143568674,6.0
2024-01-22,-0.2685859203338623,14.0
2024-01-23,-0.4155973792076111,7.0
2024-01-24,0.020789891481399536,6.0
2024-01-25,-0.49839574098587036,4.0
2024-01-26,-0.9981754422187805,5.0
2024-01-27,0.24357227484385172,3.0
2024-01-28,-0.33151160677274066,6.0
2024-01-29,-0.06435518373142589,11.0
2024-01-30,0.09204688337114122,9.0
2024-01-31,-0.9870275259017944,1.0
2024-02-01,-0.0375523716211319,4.0
2024-02-02,-0.18378497873033797,7.0
2024-02-03,0.5990075998836093,9.0
2024-02-04,0.0384061336517334,6.0
2024-02-05,0.04160353872511122,9.0
2024-02-06,-0.9859981656074523,5.0
2024-02-07,0.39908439772469656,7.0
2024-02-08,0.44655185341835024,10.0
2024-02-09,0.39201971888542175,10.0
2024-02-10,0.0028170247872670493,6.0
2024-02-11,0.23668674230575562,10.0
2024-02-12,0.11904631720648871,9.0
2024-02-13,0.19364066123962403,5.0
2024-02-14,-0.33083154757817584,6.0
2024-02-15,0.9789555072784424,2.0
2024-02-16,0.35992335731332953,11.0
2024-02-17,0.9988992214202881,4.0
2024-02-18,0.42942483936037334,7.0
2024-02-19,0.24399734288454056,8.0
2024-02-20,0.36649484293801443,7.0
2024-02-21,0.00028844674428304035,6.0
2024-02-22,0.4895235470363072,7.0
2024-02-23,-0.25205573439598083,6.0
2024-02-24,0.1846654713153839,10.0
2024-02-25,0.06887800991535187,6.0
2024-02-26,0.3461216555701362,9.0
2024-02-27,0.7664590044455095,11.0
2024-02-28,0.1907216821398054,7.0
2024-02-29,0.9354450106620789,5.0
2024-03-01,0.5079677179455757,8.0
2024-03-02,0.4316681921482086,8.0
2024-03-03,0.2038046360015869,10.0
2024-03-04,0.300175279378891,6.0
2024-03-05,-0.0066358645757039385,6.0
2024-03-07,-0.33277543385823566,6.0
2024-03-08,-0.19951193332672118,10.0
2024-03-09,-0.2729316907269614,14.0
2024-03-10,0.8061577081680298,11.0
2024-03-11,0.2541021867231889,11.0
2024-03-12,-0.11255425214767456,9.0
2024-03-13,-0.2716912403702736,8.0
2024-03-14,0.08492977917194366,4.0
2024-03-15,0.45388252626765857,11.0
2024-03-16,0.38535316173846906,13.0
2024-03-17,0.22453611344099045,8.0
2024-03-18,0.43521490693092346,8.0
2024-03-19,0.5684934377670288,5.0
2024-03-20,0.9969906210899353,3.0
2024-03-21,-0.0051141778628031416,6.0
2024-03-22,-0.47310874291828703,7.0
2024-03-23,-0.011412332455317179,6.0
2024-03-24,0.3328623308075799,9.0
2024-03-25,0.26744242012500763,8.0
2024-03-26,0.6751538515090942,6.0
2024-03-27,0.19707735180854796,10.0
2024-03-28,0.9881607464381627,7.0
2024-03-29,0.07574291120875966,11.0
2024-03-30,-0.3223618335194058,9.0
