Date,Score,Count
2024-01-01,0.9892615079879761,5.0
2024-01-02,0.6925787859492831,9.0
2024-01-03,0.8350763767957687,12.0
2024-01-04,0.9960232973098755,7.0
2024-01-05,0.8743334478802152,9.0
2024-01-06,0.9992242380976677,8.0
2024-01-07,0.9920740127563477,5.0
2024-01-08,0.9833022058010101,6.0
2024-01-09,0.9956948682665825,8.0
2024-01-10,0.9005685382419162,9.0
2024-01-11,0.9937441945075989,8.0
2024-01-12,0.7622524976730347,10.0
2024-01-13,0.33380985260009766,6.0
2024-01-14,0.3329945107301076,6.0
2024-01-15,0.7180487215518951,10.0
2024-01-16,0.7354328691959381,10.0
2024-01-17,0.8375639404569354,14.0
2024-01-18,0.6862328698237737,12.0
2024-01-19,0.9914983000074115,14.0
2024-01-20,0.850887676080068,3.0
2024-01-21,0.9996228218078613,1.0
2024-01-22,0.9963346958160401,10.0
2024-01-23,0.8193666189908981,12.0
2024-01-24,0.9778365823957655,9.0
2024-01-25,0.8298170822007316,14.0
2024-01-26,0.7896535992622375,10.0
2024-01-27,0.987851878007253,3.0
2024-01-28,0.9691824515660604,6.0
2024-01-29,0.7396154006322225,6.0
2024-01-30,0.5195725321769714,5.0
2024-01-31,-0.4986916482448578,4.0
2024-02-01,0.9964343417774547,11.0
2024-02-02,0.743354406621721,9.0
2024-02-03,0.9561114460229874,8.0
2024-02-04,0.9867720603942871,8.0
2024-02-05,0.836562957082476,14.0
2024-02-06,0.9684395715594292,8.0
2024-02-07,0.5349334597587585,10.0
2024-02-08,0.9913426467350551,7.0
2024-02-09,0.8320742895205816,12.0
2024-02-10,0.9786139130592346,8.0
2024-02-11,0.9922601655125618,8.0
2024-02-12,0.9912069141864777,14.0
2024-02-13,0.9603316017559597,14.0
2024-02-14,0.8150552128042493,14.0
2024-02-15,0.9761688858270645,8.0
2024-02-16,0.38849179233823505,7.0
2024-02-17,0.9283040000332726,9.0
2024-02-18,0.9641241803765297,8.0
2024-02-19,0.977005832725101,9.0
2024-02-20,0.9068737983703613,5.0
2024-02-21,0.9412860423326492,8.0
2024-02-22,0.9950269535183907,8.0
2024-02-23,0.8497558065823146,7.0
2024-02-24,0.9743711749712626,9.0
2024-02-25,0.9910303428769112,8.0
2024-02-26,0.7568245265218947,9.0
2024-02-27,0.6013161052357067,11.0
2024-02-28,0.987206794321537,8.0
2024-02-29,0.7923020005226136,10.0
2024-03-01,0.9987511157989502,10.0
2024-03-02,0.9441315200593736,9.0
2024-03-03,0.933290421962738,12.0
2024-03-04,0.7298393675259182,7.0
2024-03-05,0.9673381646474203,3.0
2024-03-06,0.4855807206847451,11.0
2024-03-07,0.09340026548930577,7.0
2024-03-08,0.9585899362961451,12.0
2024-03-09,0.3952567321913583,7.0
2024-03-10,0.9849760098890825,11.0
2024-03-11,0.5386430084705353,10.0
2024-03-12,0.5165611952543259,8.0
2024-03-13,0.9792925781673856,9.0
2024-03-14,0.7831825971603393,10.0
2024-03-15,0.9660496620031503,13.0
2024-03-16,0.7587991431355476,8.0
2024-03-17,0.7949370563030242,10.0
2024-03-18,0.9838026861349741,6.0
2024-03-19,0.9968275725841522,2.0
2024-03-20,0.6970602810382843,10.0
2024-03-21,0.9992189407348633,1.0
2024-03-22,0.8551894155415621,11.0
2024-03-23,0.5970190167427063,5.0
2024-03-24,0.9546559676527977,8.0
2024-03-25,0.5402556591563754,9.0
2024-03-26,0.7917465621774847,11.0
2024-03-27,0.998718649148941,2.0
2024-03-28,0.5287730932235718,5.0
2024-03-29,0.959640383720398,10.0
2024-03-30,0.9672200216187371,9.0
