Date,Score,Count
2024-01-02,0.7494465187191963,8.0
2024-01-03,0.7452593147754669,8.0
2024-01-04,0.43139574357441496,7.0
2024-01-05,0.6637204984823862,6.0
2024-01-06,0.936692476272583,2.0
2024-01-07,0.9954814910888672,1.0
2024-01-08,0.9402653972307841,6.0
2024-01-09,0.7497578710317612,8.0
2024-01-10,0.9992390473683676,3.0
2024-01-11,0.36733314165702236,13.0
2024-01-12,0.20757094621658326,5.0
2024-01-13,0.9732823371887207,4.0
2024-01-14,0.47358748742512297,7.0
2024-01-15,0.3376622796058655,3.0
2024-01-16,0.9815140962600708,7.0
2024-01-17,0.15484122796492142,11.0
2024-01-18,-0.37172573804855347,10.0
2024-01-19,0.44441299546848645,11.0
2024-01-20,0.004731625318527222,2.0
2024-01-21,-0.32766973972320557,3.0
2024-01-22,0.9600075313023159,7.0
2024-01-23,0.25497329235076904,8.0
2024-01-24,0.5177106142044068,10.0
2024-01-25,0.8152967366305265,11.0
2024-01-26,0.77977055311203,9.0
2024-01-27,0.9906793236732483,1.0
2024-01-29,0.584313976764679,10.0
2024-01-30,0.3580108880996704,7.0
2024-01-31,0.2885912231036595,14.0
2024-02-01,0.8698465302586555,16.0
2024-02-02,0.9839718883687799,11.0
2024-02-03,0.6597922205924988,5.0
2024-02-04,0.9904047913021512,9.0
2024-02-05,0.3488182756635878,9.0
2024-02-06,0.7256992413447454,13.0
2024-02-07,0.4247119228045146,6.0
2024-02-08,0.3504681984583537,9.0
2024-02-09,0.5873295128345489,10.0
2024-02-10,0.9973498284816742,6.0
2024-02-11,0.9977947672208151,3.0
2024-02-12,0.6027054488658905,10.0
2024-02-13,0.7481421381235123,8.0
2024-02-14,0.9969304270214505,9.0
2024-02-15,0.2730988306658609,14.0
2024-02-16,0.3414253940184911,12.0
2024-02-17,0.9982003172238668,3.0
2024-02-18,0.6928009788195292,6.0
2024-02-19,0.9986101885636648,6.0
2024-02-20,0.08265432444485751,11.0
2024-02-21,0.9979257980982462,6.0
2024-02-22,0.45587575977498834,11.0
2024-02-23,0.1475753386815389,12.0
2024-02-24,0.9993841648101807,3.0
2024-02-25,0.9908369481563568,2.0
2024-02-26,0.19696572422981262,10.0
2024-02-27,-0.1289076010386149,9.0
2024-02-28,-0.41729352303913664,7.0
2024-02-29,0.11675133970048693,9.0
2024-03-01,0.34368609530585154,7.0
2024-03-02,0.10151944919065996,11.0
2024-03-03,0.19323069453239441,10.0
2024-03-04,0.16492718954881033,12.0
2024-03-05,0.27668504281477496,11.0
2024-03-06,0.17295144001642862,12.0
2024-03-07,0.752206102013588,8.0
2024-03-08,0.48563504219055176,4.0
2024-03-09,0.9529648423194885,6.0
2024-03-10,-0.9264510869979858,1.0
2024-03-11,0.41166109388524835,11.0
2024-03-12,0.9834818542003632,6.0
2024-03-13,0.7709533638424344,9.0
2024-03-14,0.5554309089978536,9.0
2024-03-15,0.7077286924634661,7.0
2024-03-16,0.9924742579460144,1.0
2024-03-17,0.9956439733505249,2.0
2024-03-18,0.9820316596464678,11.0
2024-03-19,0.8504409031434492,11.0
2024-03-20,0.9941999614238739,4.0
2024-03-21,0.8050940811634064,10.0
2024-03-22,0.6124434669812521,6.0
2024-03-23,0.9499009251594543,3.0
2024-03-24,0.9914531509081522,6.0
2024-03-25,0.38732657581567764,8.0
2024-03-26,0.590940248966217,5.0
2024-03-27,0.7694428392818996,7.0
2024-03-28,0.7416005730628967,8.0
2024-03-29,0.8947889606157938,3.0
2024-03-30,0.980514129002889,3.0
