Date,Score,Count
2024-01-01,0.03132238984107971,2.0
2024-01-02,-0.295521579682827,8.0
2024-01-03,-0.2611631453037262,8.0
2024-01-04,-0.27985282987356186,8.0
2024-01-05,-0.3995763063430786,10.0
2024-01-06,-0.2494220733642578,8.0
2024-01-07,0.4693411588668823,4.0
2024-01-08,0.15646631022294363,12.0
2024-01-09,0.058047838509082794,8.0
2024-01-10,0.11106868584950765,9.0
2024-01-11,-0.06170310378074646,10.0
2024-01-12,0.3328913152217865,12.0
2024-01-13,0.5286939814686775,8.0
2024-01-14,0.4316134452819824,3.0
2024-01-15,0.99903980228636,9.0
2024-01-16,0.6421393535353921,11.0
2024-01-17,0.7079019887106759,7.0
2024-01-18,0.9654878079891205,4.0
2024-01-19,0.5916675726572672,6.0
2024-01-20,0.9981512129306793,2.0
2024-01-21,0.5997921466827393,5.0
2024-01-22,0.5824170642428927,9.0
2024-01-23,-0.24633155018091202,8.0
2024-01-24,0.9760615428288778,6.0
2024-01-25,0.7356250211596489,8.0
2024-01-26,0.38758144208363127,7.0
2024-01-27,-0.2649632692337036,3.0
2024-01-28,0.9845447540283203,1.0
2024-01-29,0.7952071905136109,10.0
2024-01-30,0.9915651728709539,12.0
2024-01-31,0.5162128673659431,9.0
2024-02-01,0.8246203064918518,2.0
2024-02-02,0.999159594376882,6.0
2024-02-03,0.4952562227845192,8.0
2024-02-04,0.6256787521498544,7.0
2024-02-05,-0.19695463180541992,5.0
2024-02-06,0.13571830093860626,8.0
2024-02-07,0.6033812403678894,10.0
2024-02-08,0.6501132994890213,8.0
2024-02-09,0.9968968232472738,3.0
2024-02-10,0.47405462712049484,8.0
2024-02-11,0.7731609278255038,9.0
2024-02-12,0.40349446875708445,7.0
2024-02-13,0.6803993225097656,5.0
2024-02-14,0.9945890562874931,7.0
2024-02-15,0.1532748222351074,10.0
2024-02-16,0.5188429686758254,9.0
2024-02-17,0.9505207708903721,7.0
2024-02-18,-0.019792452454566956,4.0
2024-02-19,0.44536161919434863,6.0
2024-02-20,0.13779446908405849,7.0
2024-02-21,0.5723713636398315,5.0
2024-02-22,0.3883931875228882,10.0
2024-02-23,0.5975599408149719,5.0
2024-02-24,0.6210691332817078,6.0
2024-02-25,0.7426198646426201,8.0
2024-02-26,0.011443873246510824,6.0
2024-02-27,-0.2112229585647583,5.0
2024-02-28,0.9893488436937332,4.0
2024-02-29,0.26016371697187424,8.0
2024-03-01,0.009445081154505411,6.0
2024-03-02,0.36072883009910583,6.0
2024-03-03,-0.02517256885766983,8.0
2024-03-04,0.0071996599435806274,4.0
2024-03-05,-0.33259493112564087,3.0
2024-03-06,-0.3513677716255188,6.0
2024-03-07,0.005594025055567424,6.0
2024-03-08,0.3283011118570964,9.0
2024-03-09,0.7610219253434075,9.0
2024-03-10,0.09493504464626312,4.0
2024-03-11,0.9977476596832275,2.0
2024-03-12,0.6734660387039184,5.0
2024-03-13,0.49990101158618927,4.0
2024-03-14,0.45988194942474364,5.0
2024-03-15,-0.252494524825703,11.0
2024-03-16,0.137661612033844,5.0
2024-03-17,-0.04123402635256449,6.0
2024-03-18,0.990567167599996,6.0
2024-03-19,0.5189737141132355,10.0
2024-03-20,-0.40195074677467346,4.0
2024-03-21,-0.1350811868906021,8.0
2024-03-22,0.10513884680611747,7.0
2024-03-23,0.6391425371170044,5.0
2024-03-24,0.9914556980133057,5.0
2024-03-25,0.3904972161565508,7.0
2024-03-26,0.04485108455022176,6.0
2024-03-27,0.7216657740729195,7.0
2024-03-28,0.2863473057746887,5.0
2024-03-29,0.347620513704088,9.0
2024-03-30,0.5140308067202568,8.0
